word,freq
TRich,8.0
II/IV,37.0
II/Vi,4.0
II/VI,3616.0
usine,2.0
PO/IM/IV,6.0
PBSCT,1.0
C/Hep,2.0
Qwed,2.0
RYGB,26.0
cncer,4.0
C/I/D,39.0
C/L/T,1.0
SATting,3.0
AlkPh,6.0
Hip/back,3.0
ReportIn,1.0
uspet,2.0
SAAG,195.0
SABs,14.0
SAGE,1.0
SAH/,8.0
SAHs,16.0
SAME,13329.0
SALT,13.0
SANE,39.0
SARC,1.0
SASH,55.0
SARS,1.0
SATs,887.0
SAVE,2.0
SATS,750.0
SAYS,25.0
afall,1.0
SBFT,293.0
SBO/,10.0
SBPs,6437.0
SBPS,55.0
SBOs,241.0
SBTs,325.0
SAts,41.0
C/R/W,1.0
SCA3,1.0
SCAs,4.0
SCCA,93.0
SCCs,5.0
SCDs,1144.0
SCCa,93.0
SCDS,4.0
SCFE,2.0
Radi,3.0
SCIU,2.0
SCLC,497.0
SCLE,13.0
SCMs,18.0
SBps,8.0
SCUF,3.0
SCTs,1.0
Rarm,9.0
usted,12.0
SDHs,138.0
SDHS,2.0
C/T/L,176.0
SECS,1.0
SECT,1.0
SEMI,242.0
SERV,4.0
Rcva,1.0
SFAs,19.0
ReCT,3.0
afetr,19.0
RePt,2.0
sking,10.0
skine,1.0
skinn,3.0
usure,3.0
skin/,27.0
Recd,11.0
Recc,38.0
Reat,1.0
Recs,533.0
Refl,1.0
SGOT,40.0
skiin,5.0
SGPT,21.0
Reqs,6.0
Rept,8.0
Resp,19635.0
KPhos,320.0
slNTG,9.0
NH/rehab,4.0
SHBG,1.0
Rfem,25.0
SHIP,2.0
C/W/R,2.0
sklin,1.0
rEANL,2.0
SIDS,2.0
SICu,35.0
SICU,36443.0
SIDH,5.0
SIGN,33.0
RhIG,6.0
SIMV,1407.0
SILT,132.0
SIO2,1.0
SIPS,29.0
SIRS,3835.0
SIUP,4.0
SITS,1.0
SIWA,45.0
PENDING/,1.0
SIcu,19.0
CHEST/CT,3.0
Rhip,1.0
Ricc,2.0
Righ,35.0
Rigt,3.0
afib/,105.0
Riss,51.0
Rith,1.0
SLAC,11.0
SLAP,17.0
SLEF,1.0
SLND,1.0
SLNB,5.0
ObGyn,2.0
SLUR,1.0
ewere,4.0
SLX3,2.0
SMA/,1.0
SMA7,11.0
SMAS,2.0
L3/L5,2.0
SNAC,1.0
SNAP,2.0
ah/vh,1.0
iAtPA,11.0
SNIF,40.0
SNFs,20.0
SNHL,4.0
SNRT,2.0
SOAR,1.0
SOAP,2.0
SOB/,182.0
SODA,1.0
SOMI,6.0
SOLN,3.0
SP02,257.0
PCIOL,7.0
ProWater,1.0
SPAP,4.0
SOa2,1.0
SPEC,48.0
SPBs,47.0
SPEP,776.0
RoHo,2.0
SPO2,2650.0
SPMS,3.0
RoSC,1.0
SOsm,6.0
SPUT,1.0
#7/HD,1.0
Roho,21.0
Romi,3.0
SPo2,45.0
Rosc,1.0
SR60,6.0
Roun,2.0
C/a/P,1.0
Roto,13.0
SROM,5.0
afran,1.0
PCO2=,1.0
PCO2s,43.0
PVC/PACS,2.0
SSDI,164.0
TTHSA,6.0
PVC/PACs,1.0
SSCP,767.0
TTHSS,1.0
TTHSa,3.0
SSCU,1.0
PCOMs,10.0
SSDi,1.0
SSEP,3.0
SSGS,1.0
SSKI,10.0
SSIR,5.0
PCOMM,105.0
PCOMS,1.0
SSLC,23.0
SSRi,27.0
SSRI,1480.0
SSSS,1.0
SSTI,11.0
C/c/E,2.0
PD/HD,11.0
STAT,2589.0
STEs,152.0
III/V,4.0
STES,2.0
STEP,14.0
STEM,132.0
STDs,212.0
STGs,19.0
STIs,19.0
STIM,5.0
STIR,2296.0
STOP,24104.0
afted,1.0
STSG,369.0
aftet,6.0
STPs,1.0
STTW,130.0
coags,8392.0
STTS,2.0
STVs,55.0
STVS,8.0
SUBQ,17.0
C/d/I,1.0
SUCH,46.0
STat,1.0
STds,1.0
aftre,10.0
coase,19.0
RtLE,1.0
SV02,110.0
SUPP,60.0
coare,3.0
coars,16.0
lymphs,396.0
SUSP,4.0
SV40,1.0
SVCs,1.0
SVG1,6.0
SVGs,151.0
SVID,3.0
SVO2,2595.0
PCOmm,1.0
Morphine/,27.0
SVRI,5.0
SVTS,1.0
SVTs,61.0
SWAT,6.0
code/,5.0
FEUREA,10.0
afvss,5.0
SVgs,1.0
SWMA,13.0
SWOG,2.0
SVo2,161.0
Head/MRA,2.0
AnGap,941.0
SWer,1.0
TU/TH,1.0
St/TW,1.0
CareLink,1.0
coffe,126.0
UGIbleed,1.0
SYMM,1.0
Liver/GB,39.0
Liver/GI,23.0
iCAST,1.0
/hand,15.0
Rxed,59.0
GABHS,1.0
utill,2.0
utine,6.0
hbA1C,3.0
SZRs,3.0
haave,4.0
haart,6.0
/head,7.0
Smoking/,1.0
hacky,4.0
hacer,2.0
hacek,1.0
BP/Hr,1.0
BP/HR,537.0
utnil,6.0
coild,9.0
haert,3.0
colce,5.0
cold/,3.0
rythms,2.0
rythmn,38.0
slear,3.0
BP108,6231.0
ALbutero,1.0
rythym,271.0
colpo,19.0
coloc,2.0
colol,2.0
colit,6.0
TABS,162.0
TAAA,160.0
TACE,106.0
TACH,67.0
TACT,3.0
TACO,35.0
coli/,8.0
TAH/,2.0
hadol,9.0
hadno,1.0
/high,4.0
TTSat,9.0
TAVI,40.0
TAVR,17.0
TAUS,2.0
TBBx,54.0
TAbd,1.0
TBBX,18.0
TBCR,2.0
TBEC,2.0
TBIs,3.0
TBII,3.0
PRELIM,179.0
TBIL,95.0
TBNA,67.0
cryo/FFP,12.0
TBSP,9.0
agars,1.0
conus,900.0
conts,3632.0
contr,64.0
const,83.0
TCAS,1.0
contd,512.0
TCDS,3.0
TCAs,137.0
TCDs,63.0
combi,15.0
TBil,18.0
TCO2,86597.0
Saph,17.0
Sats,23104.0
Sata,6.0
comon,6.0
slepp,1.0
slera,3.0
comps,12.0
slert,1.0
utram,9.0
slike,2.0
ScO2,1.0
TCo2,7.0
HD8/POD7,1.0
copay,16.0
TDWB,179.0
copd/,12.0
TDWb,1.0
haing,1.0
TEAM,195.0
TEDD,1.0
TECH,81.0
TEDS,235.0
TEHN,1.0
TELE,52.0
TELL,3.0
TENT,30.0
TENS,31.0
TEMP,652.0
Scop,3.0
cooci,9.0
TEST,2112.0
TEUS,2.0
TFCC,22.0
coord,26.0
jiuce,1.0
TFTS,2.0
TFTs,858.0
corex,3.0
Seee,4.0
Segs,2.0
haled,2.0
haldo,61.0
Serm,5.0
Serv,1.0
/hour,95.0
THAT,518.0
THAM,30.0
THAL,3.0
agenc,1.0
THRs,1.0
hand/,7.0
cotin,4.0
TIAS,4.0
TIBC,998.0
TIBI,5.0
TICU,2543.0
TICS,2.0
TID/,16.0
TIDM,6.0
TIAs,739.0
exame,11.0
exama,1.0
examm,1.0
coudl,20.0
TILL,86.0
TILT,1.0
TIMI,1180.0
TIPS,14699.0
TION,4.0
TISS,2.0
TIVE,8.0
cosop,2.0
RLQ/R,1.0
halux,8.0
Shet,1.0
Shes,9.0
Shee,4.0
Sheh,1.0
exam/,64.0
Shje,1.0
costo,6.0
SiWA,1.0
slowl,2.0
slowy,2.0
Shwe,1.0
TKAs,1.0
Sicu,662.0
Sice,1.0
Siga,1.0
hapto,400.0
Simv,20.0
Sius,1.0
sloly,3.0
RLTCS,1.0
cours,22.0
coutn,13.0
agina,5.0
coung,10.0
TLCO,1.0
LosaRTAN,5.0
coure,20.0
coulb,1.0
cound,36.0
coule,4.0
TLIF,16.0
agian,27.0
TLLs,6.0
TLSO,1845.0
agita,2.0
TM99,1.0
AMP/GENT,1.0
TMAX,314.0
TMAs,5.0
TMJs,3.0
HiDAC,63.0
TLsO,1.0
ID/renal,7.0
exfix,94.0
harrt,2.0
500cc/8hr,1.0
TMax,512.0
U/As,19.0
U/LE,11.0
TO18,1.0
U/OP,6.0
exess,3.0
TNTC,9.0
exept,49.0
U/Ss,2.0
Smae,1.0
agoal,5.0
SoB/,1.0
Head/CTA,3.0
Snet,2.0
TPKE,1.0
TPMT,46.0
TPNs,3.0
PAIN/n/v,1.0
lt/pp,1.0
Snus,2.0
hasve,2.0
bIPAP,1.0
Soem,2.0
Sodt,1.0
AlKPhos,2.0
Sofr,1.0
Sono,7.0
SpO2,5321.0
havin,2.0
havig,1.0
TPro,1.0
Sosm,28.0
slurr,3.0
TRAP,2.0
TRBC,9.0
PE/MI,11.0
SqCC,2.0
Spet,5.0
Spep,4.0
slude,2.0
TRIG,5.0
TRIC,2.0
hault,1.0
TROP,66.0
BPBPR,14.0
sluge,13.0
Sput,9.0
haved,10.0
havea,12.0
Cx/OM,1.0
TSAH,2.0
TSAT,2.0
TSHs,1.0
TSLO,27.0
TSPS,2.0
TSST,7.0
TSTC,10.0
AoCRF,33.0
exlap,1138.0
AoCKD,1.0
TThSS,2.0
TThSa,11.0
Srep,1.0
TTEs,97.0
TShe,1.0
TTHS,4.0
TTKG,87.0
TTSS,7.0
TTSa,1.0
DOPAmine,7.0
TTWB,4.0
TUCK,6.0
TUES,33.0
TThS,4.0
TThe,2.0
agram,29.0
TUMT,2.0
TUNA,1.0
TURB,31.0
TURP,1779.0
Ssri,5.0
Stat,1692.0
Stas,18.0
Stge,12.0
Stim,110.0
cpain,4.0
TVUS,43.0
SubC,18.0
SubQ,463.0
Subl,1.0
Subq,55.0
TWIS,1.0
PComs,4.0
cpapa,1.0
TWIs,281.0
Sulf,16.0
SvO2,850.0
cpap/,21.0
PComm,121.0
Supp,83.0
Sust,8949.0
Surr,1.0
Susp,258.0
AStable,1.0
expir,121.0
STOPED,1.0
STOPPA,2.0
ADAMST,5.0
CartiaXT,4.0
exons,1.0
TYPO,3.0
TYhe,2.0
TV/MV,7.0
SzO2,1.0
PolyFlex,1.0
extub,435.0
extrs,5.0
x3mins,29.0
TURBT,101.0
TV400,1.0
hbaic,2.0
uuper,12.0
RLext,1.0
uupon,1.0
TV800,1.0
UCSF,1.0
UCSD,3.0
UCTX,1.0
Tats,1.0
Tazo,11.0
ahces,1.0
Tbil,122.0
TTube,2.0
UClx,2.0
ahave,2.0
UCtx,1.0
UCxs,3.0
Tcur,14.0
UFFP,18.0
UEos,22.0
UEs/,13.0
u/k/h,1.0
GC/CT,3.0
GC/Ch,1.0
UGIB,5486.0
UGIS,11.0
Tehy,1.0
GC/MS,4.0
Temo,2.0
Tere,7.0
UHCG,7.0
x3more,1.0
Tghe,1.0
Cramping/,1.0
ahigh,1.0
UITs,3.0
Thal,2.0
TiBC,4.0
Tham,24.0
Theh,2.0
Thel,2.0
Theu,7.0
Ther,231.0
Thid,1.0
Thhe,1.0
Thje,3.0
PEG/J,104.0
Thos,1.0
Thne,1.0
Thsi,30.0
Thye,2.0
Vomiting/,1.0
IVlasix,14.0
AVR/CABG,899.0
TibA,1.0
AVR/CABg,4.0
Tiem,2.0
Tihs,1.0
PEEP/,149.0
Timi,5.0
PEERL,196.0
Tiro,1.0
L5/S1,773.0
PEGed,32.0
ULSB,18.0
pltlts,1.0
Tkae,2.0
UNIL,1.0
UNIV,1.0
UNOS,3.0
Tlow,1.0
TmTc,1.0
Tlso,3.0
UNTS,1.0
V/VI,56.0
Tmas,8.0
Tmax,11841.0
Tmep,1.0
eyes/,1.0
UOP/,74.0
UOPs,78.0
UOSM,4.0
UPAP,4.0
C2A2Y,1.0
UPEP,662.0
ahora,2.0
PELIC,1.0
PELVI,3.0
Tnot,1.0
UPPP,52.0
UOsm,76.0
RLung,8.0
Toxo,211.0
URBC,43.0
ortho/ID,1.0
URI/,6.0
LSPINE,6.0
TpnT,3.0
URSB,7.0
x1dose,38.0
URTI,37.0
Tpro,2.0
USBs,9.0
USGs,22.0
Stent,2033.0
PF/DF,3.0
UTI/,87.0
UTIs,2935.0
Tric,4.0
UTIS,16.0
Trhe,2.0
TrpI,1.0
UTOX,11.0
Tsat,1.0
eylid,4.0
UTox,84.0
Tthe,4.0
UVJs,2.0
PERRl,21.0
TuRP,1.0
Tufe,5.0
Tues,721.0
Turp,6.0
PERIP,7.0
TwIs,1.0
lsted,1.0
PERRL,47302.0
PERLL,21.0
Txed,16.0
OXGYEN,1.0
Tyep,1.0
Tyoe,5.0
BRONCH,127.0
snall,7.0
VACs,78.0
VACC,18.0
VACS,2.0
VAIN,3.0
VANC,152.0
VB12,4.0
VASC,555.0
VATS,6014.0
VAVD,2.0
HitAb,1.0
VBAC,9.0
VBGs,409.0
VBGS,6.0
VAnc,3.0
FerInSol,25.0
VCUG,93.0
daily/HS,1.0
daily/PM,2.0
VDRL,175.0
VDRF,29.0
FamHx,20.0
VEEG,4.0
VEGF,9.0
Uclx,1.0
VENT,396.0
VERT,24.0
VEPs,1.0
Uctx,11.0
Ucxs,21.0
VFFC,4.0
VFIb,1.0
VFIB,141.0
SYnthes,1.0
VFib,421.0
Ueos,16.0
RO/LA,1.0
S/NT/,1.0
HepLock,2.0
VICU,1560.0
VICu,4.0
VIIa,55.0
FUTHER,15.0
GCS15,20.0
VISA,108.0
VIcu,1.0
Uhcg,3.0
aigns,2.0
NSTEMIs,29.0
Uine,12.0
BILOMA,13.0
ailed,5.0
Warm/well,5.0
VNAC,1.0
W/HA,2.0
W/IV,424.0
W/PO,2.0
Ultz,1.0
Clean/dry,4.0
VP16,14.0
lv/rv,3.0
VPAP,12.0
VPBs,41.0
VPBS,4.0
VPDs,32.0
VPCs,51.0
Univ,6.0
Unsp,1.0
VPaP,1.0
Uopn,1.0
Uosm,191.0
VRAM,27.0
VRDL,3.0
Uper,4.0
Upep,9.0
BRBPB,5.0
BRBPR,9261.0
Uppe,2.0
Upom,2.0
VRSA,2.0
RNYGB,3.0
UrCX,1.0
VSDs,9.0
UrCx,5.0
BRBpR,1.0
Uqhs,1.0
UrOP,2.0
VSSS,1.0
VTAC,27.0
VTEs,2.0
Urne,3.0
Urob,4.0
VTac,6.0
VUCG,1.0
AirCast,4.0
VVIR,50.0
Utox,372.0
crani,3429.0
1u/10,1.0
craet,3.0
ramus/OM,1.0
aiway,28.0
IM/IV,11.0
InfaCare,10.0
110s/120s,81.0
reIMAGED,1.0
zidus,2.0
ADAPTA,2.0
creat,7518.0
SvO2s,3.0
CNVIII,3.0
RHOCHI,1.0
CellSept,1.0
/keep,1.0
sodas,8.0
crits,785.0
sobre,2.0
Head/max,5.0
KUBto,1.0
BRPBR,105.0
sofar,2.0
WASA,1.0
WBAT,335.0
WBCC,41.0
WBC8,3.0
WBC9,5.0
WBCS,7.0
WBC2,2.0
WBC3,7.0
WBCs,2934.0
WBRT,44.0
Vacc,21.0
Vacs,8.0
WBcs,5.0
Vaco,14.0
Pt/family,69.0
zince,1.0
Vanc,10713.0
Vasc,298.0
lubar,4.0
WDWM,7.0
WDWN,2416.0
WDWP,5.0
ID/rheum,4.0
softs,60.0
softm,2.0
soft/,182.0
WEEP,1.0
RP/DP,1.0
soium,6.0
soine,7.0
S1/S1,1.0
S1/S2,2553.0
ROMAT,3.0
/knee,7.0
Vege,3.0
1/2NS,2846.0
solft,1.0
Veni,1.0
CLOSLY,74.0
Vert,8.0
WHIM,2.0
Vfib,764.0
1/2CC,1.0
FNA/core,2.0
1/2ns,65.0
1/2mg,7.0
1/2ml,2.0
1/2mm,42.0
WHSS,4.0
WICC,1.0
1/2hr,35.0
WIIL,1.0
WIHT,5.0
1/2cm,7.0
1/2cc,75.0
1/3rd,32.0
WISE,5.0
WISH,4.0
1/4NS,40.0
cruch,1.0
sonds,7.0
sonce,3.0
1/4th,1.0
500cc/q6h,1.0
1/4ns,1.0
1/4cm,1.0
Vibr,1.0
solun,1.0
Vicu,4.0
1/5th,44.0
VitB,5.0
VitC,24.0
VitD,139.0
VitE,67.0
Vist,1.0
Vite,2.0
soone,2.0
A+OX3,428.0
A+OX2,4.0
WMA/,2.0
WMAs,84.0
cryto,1.0
A+Ox3,972.0
crypo,9.0
1/7th,25.0
cryos,8.0
lumar,4.0
A+Ox2,82.0
WNLs,137.0
WNWD,21.0
Vmax,8.0
WOCN,15.0
WOKE,10.0
1/8th,2.0
xanex,23.0
souce,93.0
souds,20.0
PSA/MSSA,1.0
xanaz,1.0
lung/,12.0
BSAER,1.0
lunds,3.0
lungd,3.0
Vols,3.0
Vori,118.0
q4week,1.0
Vpap,5.0
sowed,12.0
BSCTA,1.0
sover,15.0
lupis,1.0
sould,17.0
WASNT,1.0
soure,20.0
souns,6.0
WUTH,1.0
Head/abd,4.0
Vtac,6.0
sozyn,3.0
WWII,128.0
CT/brain,2.0
/last,5.0
pAFIB,6.0
UGi/SBFT,1.0
l/min,117.0
healt,1.0
headt,10.0
head/,181.0
heaad,1.0
pAFib,46.0
tRACH,2.0
/left,4.0
CarePlus,4.0
hecho,2.0
spary,10.0
spams,10.0
Cabg/MVR,1.0
C5/C5,2.0
C5/C7,8.0
PTCA/PCI,10.0
sqCCa,2.0
WBC12,16.0
WBC13,10.0
WBC14,9.0
WBC15,5.0
WBC16,20.0
WBC17,1.0
heent,70.0
heel/,1.0
WBC26,1.0
WBC20,1.0
XACT,14.0
WBCs/,1.0
spech,8.0
speeh,3.0
speek,8.0
speec,8.0
Wasn,23.0
pANCA,104.0
RPLND,5.0
Weakness/,15.0
PHACO,1.0
hehad,1.0
hehas,4.0
WdWn,15.0
BIOCOR,1.0
XFER,1.0
S2/S3,3.0
Qp/Qs,28.0
LigaSure,5.0
lvedp,18.0
Ween,110.0
PHARM,41.0
sping,3.0
spitt,10.0
hemoc,3.0
hemos,48.0
GERD/,15.0
GERDS,6.0
GERDs,2.0
IUGR/SGA,1.0
helpt,2.0
hellp,2.0
hemat,22.0
Whle,6.0
lving,21.0
Chair/bed,3.0
spont,2746.0
GenSurg,2.0
lvies,4.0
lvier,7.0
Wiil,10.0
XL25,1.0
OSA/Pulm,107.0
RPRNR,2.0
heoin,3.0
QuickCat,2.0
sr/st,141.0
XLDR,1.0
XLap,3.0
herni,11.0
heria,31.0
herer,1.0
KVOed,3.0
herat,14.0
SPECT/CT,36.0
am/20,3.0
am/40,1.0
am/50,2.0
/lung,5.0
@150cc/hr,81.0
GC/Chlam,4.0
spsis,1.0
DopAmine,3.0
spral,9.0
INDUR,1.0
qhile,1.0
sputm,51.0
Wond,4.0
sptum,39.0
XRAY,1022.0
XRAy,13.0
RCA/RPDA,2.0
XRay,386.0
aksed,1.0
hewas,5.0
chemo/RT,10.0
x8days,11.0
ctabl,1.0
MIDCAB,5.0
CAD/PTCA,1.0
qhour,16.0
WBXRT,74.0
pmhx/pshx,1.0
hgA1C,10.0
q7days,2.0
INR=1,150.0
INR=2,58.0
INR=5,12.0
INR=6,21.0
NPO/tube,2.0
SPECIF,31.0
SPECIM,1.0
/meds,4.0
/mean,1.0
BU/CY,2.0
INTEG,1.0
NA/AA,8.0
ction,5.0
Chol/HDL,12.0
/mild,4.0
10mg/10mg,1.0
T/th/Sat,1.0
albow,2.0
alble,4.0
Xact,3.0
Xanx,2.0
Xary,1.0
IVFluids,9.0
SPEACH,9.0
NPO/sips,14.0
TUMORE,3.0
YELL,1.0
YEST,7.0
aleep,1.0
aleft,4.0
alead,1.0
pBRCs,1.0
AFib/RVR,126.0
FeNa=,2.0
fio2to,3.0
xcept,9.0
c/I/D,1.0
DOPamine,195.0
Xfer,43.0
RR/VT,1.0
S3/S4,98.0
c/HIV,1.0
Hip/groin,1.0
RR127,1.0
PICC/,5.0
PICCA,20.0
PICCS,1.0
PICCs,15.0
ctube,4.0
WBing,18.0
algun,1.0
/mrsa,1.0
Delirium/,15.0
AlkPHos,1.0
120s/130s,8.0
qidhs,1.0
alkph,1.0
lwith,5.0
AFib/SVT,1.0
Xlap,4.0
WD/WN,217.0
Xmas,16.0
allso,16.0
allog,1.0
alogn,3.0
lwoer,10.0
alomg,2.0
Vfib/PEA,8.0
alond,3.0
Xoma,1.0
Gag/cough,63.0
HEENTL,2.0
NABS+,10.0
HD5/POD2,1.0
HD5/POD4,2.0
@LUSB,12.0
squam,2.0
alsom,4.0
Xray,2482.0
alrea,2.0
alret,1.0
alrge,18.0
NAFLD,56.0
YWCA,3.0
HUBBED,1.0
cuase,42.0
10mg/20mg,3.0
cudae,3.0
NAGMA,31.0
FEV1/FVC,823.0
joing,27.0
x1hour,23.0
cudet,9.0
FEV1/FEC,3.0
HemeOnc,27.0
@100cc/hr,222.0
QAM/60mg,1.0
ssDNA,2.0
Dementia/,3.0
/neck,4.0
BUN=8,1.0
BUMAX,1.0
tape/EKG,4.0
cular,1.0
c/a/p,25.0
NB/NB,11.0
amall,4.0
oc/op,1.0
pCO2s,25.0
pCO2=,20.0
c/c/c,6.0
c/c/e,7612.0
c/c/r,1.0
c/c/i,2.0
80mg/40mg,1.0
sress,3.0
cultu,6.0
NAPQI,1.0
c/e/c,11.0
c/e/e,3.0
FAILUE,5.0
FAILUR,10.0
NASID,6.0
chemoXRT,22.0
c/d/i,5202.0
NARES,11.0
ambul,6.0
/none,1.0
amdit,1.0
Yest,84.0
Pip/Tazo,30.0
c/i/d,4.0
Coumadin/,4.0
aABDOMEN,2.0
amily,8.0
sroke,7.0
RRRno,1.0
st/tw,11.0
TACING,1.0
HD2/POD0,1.0
HD2/POD1,2.0
jpain,1.0
amnts,61.0
amnio,130.0
c1/c2,11.0
periPEG,12.0
AlkPhos,543.0
IBS/GERD,1.0
amput,5.0
Yopu,1.0
c/r/r,1.0
c/r/w,37.0
Youw,1.0
Yout,1.0
amoun,12.0
amost,6.0
amont,16.0
c/t/l,15.0
Amp/Gent,18.0
PPM/AICD,43.0
obain,7.0
WDWNM,4.0
Mucomyst/,19.0
c/w/r,48.0
amunt,1.0
/pCO2,2.0
130s/140s,4.0
hhave,1.0
obgyn,3.0
hiDAC,1.0
A/A/O,50.0
l4/l5,2.0
HTNSive,2.0
A/B/C,19.0
NC/AT,1219.0
cvicu,840.0
cvivu,3.0
DDIMER,13.0
Fair/poor,1.0
A/CRF,4.0
echo/TEE,1.0
Mobility/,10.0
cx/UA,4.0
sseen,2.0
NC/RA,4.0
WEANS,2.0
cx/gm,7.0
cx/ua,16.0
andno,2.0
andhe,1.0
andin,3.0
GI/GU,68.0
BIPOSY,1.0
andat,2.0
andan,1.0
obove,3.0
n/v/d/f/c,33.0
andto,5.0
andpt,1.0
mEq/kg/D,3.0
W/mineral,3.0
RT/LT,3.0
anemi,4.0
FLUORO,4416.0
angoi,4.0
angio,8617.0
obstr,82.0
angia,3.0
/oral,15.0
obses,3.0
SpecGrav,1.0
ankel,6.0
A/OX2,11.0
A/OX3,36.0
anlke,2.0
A/Ox2,34.0
A/Ox3,466.0
anoin,5.0
lynig,1.0
lymoh,1.0
annot,1.0
lymes,14.0
Zosy,4.0
Zosn,1.0
NCAT/,1.0
AFIB/CHF,4.0
Zpac,1.0
anpea,3.0
anoxi,6.0
SPESIS,19.0
AVBlock,45.0
ansal,1.0
lysed,196.0
HEME/ONC,32.0
ocass,75.0
s/140,1.0
s/120,10.0
lyted,4.0
lytes,51022.0
antes,2.0
IR/SR,1.0
/pain,29.0
MagOx,18.0
MiniMaze,11.0
occip,34.0
Arterial/,1.0
Mag/K,3.0
occac,2.0
BIRADS,397.0
AKinesis,2.0
/peep,35.0
stble,16.0
stats,156.0
statu,36.0
staty,3.0
stay/,1.0
staes,31.0
AVPaced,58.0
stabl,10.0
stabe,140.0
stais,2.0
ND/NT,115.0
NSAIDS,973.0
higer,15.0
stemi,196.0
stend,26.0
stens,6.0
stest,3.0
stetn,1.0
steri,625.0
sterp,3.0
NCPAP,1.0
stebt,2.0
sthat,1.0
NCSLC,4.0
/plts,4.0
aobut,3.0
aobve,2.0
RU/RL,1.0
Hip/knee,2.0
stium,1.0
stict,5.0
sties,8.0
stian,1.0
stims,4.0
/poor,6.0
PLEAE,9.0
/post,13.0
hilae,1.0
oculd,7.0
ocult,5.0
face/,57.0
facal,1.0
ocugh,5.0
facia,42.0
facie,1.0
PLEDS,28.0
PLEDs,50.0
stnet,5.0
PLETH,2.0
A1/A2,6.0
octad,1.0
DVTs/PEs,20.0
GIVEM,6.0
/pulm,8.0
stook,7.0
IRBBB,2.0
stols,4.0
histo,162.0
Lip/chin,11.0
fagyl,2.0
hital,7.0
A/oX3,4.0
stres,18.0
GIVNE,3.0
strok,19.0
stron,1.0
hisgh,1.0
c3/c4,45.0
stufy,1.0
faile,9.0
faily,25.0
x30sec,1.0
sttus,12.0
stuch,1.0
studu,1.0
Myeloma/,7.0
aorch,3.0
aoric,37.0
q2week,10.0
stuyd,1.0
Colitis/,9.0
aotic,26.0
Rule/out,47.0
famle,1.0
falre,9.0
fally,1.0
fall/,11.0
famiy,25.0
famhx,3.0
xfuse,276.0
Hr/BP,4.0
aound,22.0
Fiber/day,1.0
PLVBR,3.0
Daughter/,6.0
zocyn,58.0
zocar,1.0
fater,8.0
suagr,6.0
zofan,3.0
LATRAL,1.0
CryoCath,12.0
favir,1.0
sucha,4.0
sucal,18.0
succs,109.0
suck/,1.0
subcm,103.0
subcl,54.0
subcu,541.0
Ins/outs,6.0
AdmitED,1.0
suden,7.0
sucut,5.0
Lovenox/,1.0
GU/Renal,1.0
sugrs,3.0
suger,7.0
FiO2%,4.0
FiO2/,21.0
FiO2=,9.0
FiO2s,43.0
BRUITS,32.0
odrer,1.0
PTpulses,6.0
apeic,5.0
apect,4.0
RV/PA,3.0
apear,14.0
RV/RA,20.0
RV/LV,46.0
cxray,620.0
AFIB/RVR,42.0
apena,62.0
sunds,1.0
apice,8.0
sw/sw,2.0
RUQ/R,27.0
NSVTach,1.0
PLeft,1.0
supin,1.0
A2/A3,16.0
q20min,5.0
sunus,23.0
sural,101.0
aplpy,1.0
surgy,8.0
aplly,3.0
c4/c5,18.0
qmeal,7.0
supps,31.0
suppy,8.0
aplan,1.0
suple,3.0
sutdy,9.0
zoysn,254.0
hepBcAb,1.0
apnes,12.0
apnic,231.0
apnea,17435.0
apnec,14.0
appro,38.0
apprx,30.0
appts,439.0
IMAGING/,1.0
appmt,2.0
appnt,1.0
appox,80.0
apppt,4.0
apper,11.0
zozyn,72.0
s/low,22.0
NEDDS,3.0
aprat,1.0
RONCHI,18.0
aprox,190.0
aprop,1.0
PMNs/,5.0
s/nt/,1.0
cyber,91.0
s/nd/,1.0
s/mid,5.0
s1/s2,689.0
ThinPrep,36.0
IT/IV,2.0
RVATS,24.0
Fib/A,1.0
Fib/V,1.0
NEGAT,5.0
RVESP,1.0
AxLND,1.0
EBXRT,1.0
ISSES,1.0
s/sxs,79.0
RVEDP,865.0
ISULIN,1.0
NSCLCA,249.0
T/TH/Sat,12.0
ISSVG,6.0
Cultures/,6.0
T/TH/SAT,4.0
hepBsAg,1.0
hepBsAb,2.0
svere,11.0
MsContin,2.0
cylce,3.0
cyles,2.0
NEOPL,1.0
EPO/Iron,1.0
CSPINE,43.0
TVRepair,8.0
NERUO,2.0
200s/140s,4.0
og/ng,2.0
BYTTA,1.0
ECASA,217.0
cyper,7.0
Pain/N/V,1.0
ECAsa,1.0
cypto,39.0
50cc/4hrs,6.0
cysto,105.0
CHEACK,1.0
cytes,2.0
ofTVC,1.0
NEURO,2380.0
EGD/ERCP,23.0
cytol,4.0
PNEMO,2.0
cytic,13.0
Etoh/drug,1.0
ECHOs,116.0
ECHOS,2.0
oever,1.0
ECHos,1.0
NEONAT,1.0
c5/c6,9.0
ViDayLin,1.0
NEORAL,5.0
Pain/Abd,6.0
200s/100s,41.0
Pain/CAD,3.0
PO/PG,31.0
PO/PR,2688.0
PO/SL,14.0
200s/110s,13.0
TSH/free,9.0
200s/120s,2.0
PO/MG,1.0
PO/NG,14454.0
ECOLI,19.0
PO/OG,25.0
PO/IV,996.0
PO/IM,20.0
140s/150s,6.0
IV/subcu,1.0
qnoon,25.0
dose/INR,1.0
